id,multiplier,recorded_at
14708,1.69,2026-05-25 02:30:30.714747+00
14709,3.16,2026-05-25 02:30:55.206425+00
14710,2.28,2026-05-25 02:31:20.158739+00
14711,9,2026-05-25 02:31:52.704626+00
14712,3.7,2026-05-25 02:32:58.003231+00
14713,1.19,2026-05-25 02:33:14.491752+00
14714,1.7,2026-05-25 02:33:31.011973+00
14715,1.69,2026-05-25 02:33:55.870221+00
14716,3.81,2026-05-25 02:34:20.464166+00
14717,1.03,2026-05-25 02:34:37.003018+00
14718,1.01,2026-05-25 02:34:53.504559+00
14719,1.12,2026-05-25 02:35:01.805864+00
14720,1.69,2026-05-25 02:35:26.34302+00
14721,2.22,2026-05-25 02:35:50.835528+00
14722,1.15,2026-05-25 02:35:58.990019+00
14723,2.45,2026-05-25 02:36:23.671967+00
14724,1.23,2026-05-25 02:36:40.085988+00
14725,1.72,2026-05-25 02:37:04.881792+00
14726,1.51,2026-05-25 02:37:21.441665+00
14727,22.51,2026-05-25 02:38:10.127975+00
14728,4.59,2026-05-25 02:38:42.714281+00
14729,1.02,2026-05-25 02:39:31.93958+00
14730,1.65,2026-05-25 02:39:56.643314+00
14731,2.21,2026-05-25 02:40:21.446129+00
14732,1.55,2026-05-25 02:40:37.941084+00
14733,1.36,2026-05-25 02:40:54.56558+00
14734,2.11,2026-05-25 02:41:19.290064+00
14735,1.49,2026-05-25 02:41:35.674832+00
14736,9.43,2026-05-25 02:42:16.333411+00
14737,7.53,2026-05-25 02:42:57.172904+00
14738,1.35,2026-05-25 02:43:13.819605+00
14739,1.08,2026-05-25 02:43:22.032989+00
14740,4.39,2026-05-25 02:43:54.824664+00
14741,1.5,2026-05-25 02:44:11.222007+00
14742,3.86,2026-05-25 02:44:44.033481+00
14743,2.83,2026-05-25 02:45:08.528506+00
14744,7.33,2026-05-25 02:45:49.61694+00
14745,1.47,2026-05-25 02:46:06.108616+00
14746,2.19,2026-05-25 02:46:30.949386+00
14747,2.29,2026-05-25 02:46:55.545691+00
14748,1.16,2026-05-25 02:47:03.763079+00
14749,1.06,2026-05-25 02:47:20.217897+00
14750,201.91,2026-05-25 02:48:41.601073+00
14751,4.69,2026-05-25 02:49:14.61114+00
14752,1.24,2026-05-25 02:49:31.1494+00
14753,1.29,2026-05-25 02:49:47.781166+00
14754,1.25,2026-05-25 02:50:04.300747+00
14755,139.03,2026-05-25 02:51:17.282876+00
14756,2.95,2026-05-25 02:51:42.121436+00
14757,1.27,2026-05-25 02:51:58.604731+00
14758,9.08,2026-05-25 02:52:31.386418+00
14759,3.12,2026-05-25 02:53:04.537032+00
14760,14.97,2026-05-25 02:53:53.543932+00
14761,1.02,2026-05-25 02:54:01.687211+00
14762,1.05,2026-05-25 02:54:18.171647+00
14763,76.77,2026-05-25 02:55:23.066977+00
14764,1.27,2026-05-25 02:55:39.584528+00
14765,17.85,2026-05-25 02:56:28.668064+00
14766,32.97,2026-05-25 02:57:25.633053+00
14767,1.77,2026-05-25 02:57:50.355577+00
14768,3.05,2026-05-25 02:58:15.312925+00
14769,2.98,2026-05-25 02:58:40.101458+00
14770,1.82,2026-05-25 02:59:04.921192+00
14771,1.02,2026-05-25 02:59:13.117078+00
14772,1.09,2026-05-25 02:59:29.662918+00
14773,2.04,2026-05-25 02:59:54.274007+00
14774,15.62,2026-05-25 03:00:34.879597+00
14775,11.49,2026-05-25 03:01:23.96299+00
14776,1.23,2026-05-25 03:01:40.547031+00
14777,2.94,2026-05-25 03:02:05.30692+00
14778,1.45,2026-05-25 03:02:21.852025+00
14779,1.09,2026-05-25 03:02:38.402385+00
14780,1.12,2026-05-25 03:02:54.822364+00
14781,6.9,2026-05-25 03:03:27.805728+00
14782,1.12,2026-05-25 03:03:44.415919+00
14783,2.57,2026-05-25 03:04:08.791789+00
14784,1.03,2026-05-25 03:04:25.234527+00
14785,1.42,2026-05-25 03:04:41.709156+00
14786,2.91,2026-05-25 03:05:06.205345+00
14787,1.69,2026-05-25 03:05:31.023429+00
14788,1.39,2026-05-25 03:05:47.589399+00
14789,1.29,2026-05-25 03:06:04.104213+00
14790,4.9,2026-05-25 03:06:37.033341+00
14791,2.29,2026-05-25 03:06:53.8595+00
14792,1.08,2026-05-25 03:07:10.267153+00
14793,6.93,2026-05-25 03:07:51.479975+00
14794,2.14,2026-05-25 03:08:16.24604+00
14795,9.96,2026-05-25 03:08:48.915882+00
14796,1.68,2026-05-25 03:09:13.486968+00
14797,1.6,2026-05-25 03:09:30.081388+00
14798,146.3,2026-05-25 03:10:43.348448+00
14799,1.09,2026-05-25 03:10:59.891122+00
14800,2.86,2026-05-25 03:11:24.644246+00
14801,1.09,2026-05-25 03:11:41.188647+00
14802,1.01,2026-05-25 03:11:49.416079+00
14803,1.23,2026-05-25 03:12:05.859223+00
14804,1.38,2026-05-25 03:12:22.370912+00
14805,2.7,2026-05-25 03:12:46.977654+00
14806,1.68,2026-05-25 03:13:11.777601+00
14807,1.11,2026-05-25 03:13:28.355174+00
14808,4.46,2026-05-25 03:13:53.097513+00
14809,1.93,2026-05-25 03:14:17.867406+00
14810,1.02,2026-05-25 03:14:34.373075+00
14811,2.73,2026-05-25 03:14:59.308987+00
14812,1.1,2026-05-25 03:15:07.552574+00
14813,1.01,2026-05-25 03:15:24.049502+00
14814,31.8,2026-05-25 03:16:21.042244+00
14815,1.03,2026-05-25 03:16:37.62906+00
14816,1.93,2026-05-25 03:16:54.102197+00
14817,1.01,2026-05-25 03:17:10.66073+00
14818,1.13,2026-05-25 03:17:19.021478+00
14819,1.22,2026-05-25 03:17:35.463878+00
14820,1.13,2026-05-25 03:17:51.861125+00
14821,16.83,2026-05-25 03:18:41.007244+00
14822,8.67,2026-05-25 03:19:21.889985+00
14823,16.26,2026-05-25 03:20:10.936991+00
14824,1.05,2026-05-25 03:20:19.228378+00
14825,1.01,2026-05-25 03:20:35.809085+00
14826,1.37,2026-05-25 03:20:52.440998+00
14827,1.54,2026-05-25 03:21:08.948383+00
14828,1.8,2026-05-25 03:21:33.644388+00
14829,7.31,2026-05-25 03:22:06.340163+00
14830,2.1,2026-05-25 03:22:30.956256+00
14831,13,2026-05-25 03:23:20.083582+00
14832,4.42,2026-05-25 03:23:53.034185+00
14833,1.17,2026-05-25 03:24:01.36001+00
14834,1.24,2026-05-25 03:24:17.840974+00
14835,1.91,2026-05-25 03:24:42.520654+00
14836,1.99,2026-05-25 03:24:59.002106+00
14837,1.57,2026-05-25 03:25:23.834395+00
14838,9.69,2026-05-25 03:25:56.85798+00
14839,2.94,2026-05-25 03:26:21.429705+00
14840,9.2,2026-05-25 03:26:54.023615+00
14841,3.87,2026-05-25 03:27:26.680728+00
14842,1.26,2026-05-25 03:27:43.269901+00
14843,2.7,2026-05-25 03:28:08.378303+00
14844,5.89,2026-05-25 03:28:41.22702+00
14845,13.12,2026-05-25 03:29:30.79092+00
14846,1.85,2026-05-25 03:29:47.247057+00
14847,1.03,2026-05-25 03:30:03.839608+00
14848,1.09,2026-05-25 03:30:20.513093+00
14849,1.07,2026-05-25 03:30:28.747986+00
14850,1.64,2026-05-25 03:30:53.68805+00
14851,3.99,2026-05-25 03:31:18.245235+00
14852,1.02,2026-05-25 03:31:34.687139+00
14853,30.52,2026-05-25 03:32:31.957133+00
14854,1.28,2026-05-25 03:32:48.647721+00
14855,5.89,2026-05-25 03:33:21.850011+00
14856,1.02,2026-05-25 03:33:38.521231+00
14857,1.15,2026-05-25 03:33:46.802148+00
14858,16.26,2026-05-25 03:34:35.923246+00
14859,1.77,2026-05-25 03:35:00.55303+00
14860,9.19,2026-05-25 03:35:33.35342+00
14861,3.23,2026-05-25 03:35:57.774973+00
14862,1.14,2026-05-25 03:36:14.294574+00
14863,1.62,2026-05-25 03:36:30.801508+00
14864,1.42,2026-05-25 03:36:47.319592+00
14865,1.43,2026-05-25 03:37:12.08003+00
14866,1.04,2026-05-25 03:37:20.333472+00
14867,1.67,2026-05-25 03:37:45.112885+00
14868,25.49,2026-05-25 03:38:34.107788+00
14869,1.13,2026-05-25 03:38:50.574207+00
14870,1.96,2026-05-25 03:39:15.225481+00
14871,12.05,2026-05-25 03:39:56.176515+00
14872,1.25,2026-05-25 03:40:12.753069+00
14873,1.53,2026-05-25 03:40:29.246448+00
14874,1.53,2026-05-25 03:40:45.77492+00
14875,1.17,2026-05-25 03:41:02.20469+00
14876,1.11,2026-05-25 03:41:18.891032+00
14877,1.16,2026-05-25 03:41:35.404131+00
14878,1.03,2026-05-25 03:41:43.560636+00
14879,1.03,2026-05-25 03:42:00.203869+00
14880,1.16,2026-05-25 03:42:16.743729+00
14881,2.02,2026-05-25 03:42:33.115032+00
14882,1.26,2026-05-25 03:42:49.645703+00
14883,4.94,2026-05-25 03:43:55.483203+00
14884,6.87,2026-05-25 03:44:36.65818+00
14885,3.11,2026-05-25 03:45:01.300998+00
14886,2.01,2026-05-25 03:45:26.287488+00
14887,1.2,2026-05-25 03:45:42.788944+00
14888,1.18,2026-05-25 03:45:59.399057+00
14889,1.73,2026-05-25 03:46:15.951439+00
14890,14.85,2026-05-25 03:47:05.068633+00
14891,1.05,2026-05-25 03:47:13.368823+00
14892,10.89,2026-05-25 03:48:02.461422+00
14893,2.06,2026-05-25 03:48:18.989277+00
14894,1.26,2026-05-25 03:48:35.550399+00
14895,9.52,2026-05-25 03:49:16.5519+00
14896,8.23,2026-05-25 03:49:57.627028+00
14897,2.11,2026-05-25 03:50:22.443366+00
14898,1.5,2026-05-25 03:50:38.807335+00
14899,1.01,2026-05-25 03:50:55.298967+00
14900,49.19,2026-05-25 03:51:51.898249+00
14901,1.37,2026-05-25 03:52:08.545917+00
14902,2.62,2026-05-25 03:52:33.116585+00
14903,1.16,2026-05-25 03:53:22.090367+00
14904,4.29,2026-05-25 03:53:54.655047+00
14905,1.34,2026-05-25 03:54:11.099628+00
14906,6.28,2026-05-25 03:54:52.373198+00
14907,5.6,2026-05-25 03:55:25.42482+00
14908,1.7,2026-05-25 03:55:41.836005+00
14909,9.01,2026-05-25 03:56:14.50574+00
14910,1.86,2026-05-25 03:56:39.213423+00
14911,1.41,2026-05-25 03:56:55.520865+00
14912,1.28,2026-05-25 03:57:11.866492+00
14913,3.97,2026-05-25 03:57:44.686043+00
14914,1.2,2026-05-25 03:57:52.922081+00
14915,1.41,2026-05-25 03:58:17.505412+00
14916,1.55,2026-05-25 03:58:33.986959+00
14917,1.14,2026-05-25 03:58:50.526655+00
14918,3.53,2026-05-25 03:59:15.170451+00
14919,9.06,2026-05-25 03:59:48.13212+00
14920,1.33,2026-05-25 04:00:04.525078+00
14921,8.48,2026-05-25 04:00:45.447611+00
14922,1.55,2026-05-25 04:01:01.851024+00
14923,1.39,2026-05-25 04:01:18.468963+00
14924,2.85,2026-05-25 04:01:51.428032+00
14925,3.19,2026-05-25 04:02:16.118946+00
14926,1.05,2026-05-25 04:02:32.741682+00
14927,1.15,2026-05-25 04:02:40.945363+00
14928,1.01,2026-05-25 04:02:57.386067+00
14929,1.03,2026-05-25 04:03:13.904964+00
14930,1.07,2026-05-25 04:03:22.08008+00
14931,1.63,2026-05-25 04:03:46.736733+00
14932,1.05,2026-05-25 04:03:54.861918+00
14933,4.11,2026-05-25 04:04:27.519978+00
14934,9.97,2026-05-25 04:05:08.414185+00
14935,1.05,2026-05-25 04:05:24.945249+00
14936,1.61,2026-05-25 04:05:41.406594+00
14937,1.27,2026-05-25 04:05:57.955932+00
14938,1.97,2026-05-25 04:06:22.850939+00
14939,9.42,2026-05-25 04:06:55.617187+00
14940,4.26,2026-05-25 04:07:28.475924+00
14941,6.68,2026-05-25 04:08:01.357128+00
14942,3.07,2026-05-25 04:08:25.97347+00
14943,2.35,2026-05-25 04:08:50.649576+00
14944,2.42,2026-05-25 04:09:48.213523+00
14945,3.05,2026-05-25 04:09:48.213523+00
14946,1.29,2026-05-25 04:10:04.642978+00
14947,1.68,2026-05-25 04:10:21.177828+00
14948,2.26,2026-05-25 04:10:45.757465+00
14949,1.21,2026-05-25 04:11:02.179483+00
14950,1.66,2026-05-25 04:11:18.710037+00
14951,8.28,2026-05-25 04:11:59.651045+00
14952,37.4,2026-05-25 04:12:56.787001+00
14953,1.24,2026-05-25 04:13:13.218056+00
14954,1.03,2026-05-25 04:13:21.517585+00
14955,1.02,2026-05-25 04:13:37.854686+00
14956,1.26,2026-05-25 04:13:54.27065+00
14957,58.33,2026-05-25 04:14:59.385931+00
14958,1.02,2026-05-25 04:15:16.058044+00
14959,1.25,2026-05-25 04:15:24.308655+00
14960,1.36,2026-05-25 04:15:40.859723+00
14961,9.96,2026-05-25 04:16:21.849325+00
14962,1.84,2026-05-25 04:16:38.253605+00
14963,1.8,2026-05-25 04:17:02.839077+00
14964,2.18,2026-05-25 04:17:27.564432+00
14965,2.89,2026-05-25 04:17:52.218571+00
14966,2.86,2026-05-25 04:18:16.979631+00
14967,2.48,2026-05-25 04:18:41.678674+00
14968,1.8,2026-05-25 04:18:58.05902+00
14969,1.4,2026-05-25 04:19:22.784043+00
14970,1.12,2026-05-25 04:19:31.025824+00
14971,2,2026-05-25 04:19:55.603353+00
14972,1.24,2026-05-25 04:20:12.039984+00
14973,1.61,2026-05-25 04:20:28.495655+00
14974,2.12,2026-05-25 04:20:53.174163+00
14975,1.08,2026-05-25 04:21:09.774811+00
14976,2.57,2026-05-25 04:21:34.295073+00
14977,1.13,2026-05-25 04:21:42.599411+00
14978,1.01,2026-05-25 04:21:59.18692+00
14979,3.28,2026-05-25 04:22:23.702719+00
14980,6.85,2026-05-25 04:23:04.822711+00
14981,3.85,2026-05-25 04:23:37.744527+00
14982,9.72,2026-05-25 04:24:18.348629+00
14983,2.65,2026-05-25 04:24:42.922383+00
14984,3.62,2026-05-25 04:25:07.436232+00
14985,1.27,2026-05-25 04:25:23.922161+00
14986,9.03,2026-05-25 04:25:56.57135+00
14987,1.04,2026-05-25 04:26:13.192019+00
14988,1.39,2026-05-25 04:26:29.5133+00
14989,2.16,2026-05-25 04:26:54.183264+00
14990,1.1,2026-05-25 04:27:10.564911+00
14991,1.56,2026-05-25 04:27:27.028472+00
14992,1.33,2026-05-25 04:27:43.437094+00
14993,9.12,2026-05-25 04:28:16.225369+00
14994,287.36,2026-05-25 04:29:37.046705+00
14995,1.66,2026-05-25 04:30:01.962885+00
14996,8.9,2026-05-25 04:30:43.059171+00
14997,1.27,2026-05-25 04:30:51.243001+00
14998,1.08,2026-05-25 04:31:08.020011+00
14999,3.07,2026-05-25 04:31:32.477887+00
15000,2.22,2026-05-25 04:31:57.156108+00
15001,2.58,2026-05-25 04:32:21.540025+00
15002,2.82,2026-05-25 04:32:46.120852+00
15003,1.76,2026-05-25 04:33:10.829098+00
15004,1.36,2026-05-25 04:33:27.310599+00
15005,4.33,2026-05-25 04:34:00.353549+00
15006,57.37,2026-05-25 04:35:05.542606+00
15007,1.74,2026-05-25 04:35:22.057335+00
15008,1.01,2026-05-25 04:35:38.596059+00
15009,1.12,2026-05-25 04:35:46.74903+00
15010,1.7,2026-05-25 04:36:11.33243+00
15011,1.11,2026-05-25 04:36:27.8902+00
15012,1.35,2026-05-25 04:36:44.391051+00
15013,6.72,2026-05-25 04:37:17.079807+00
15014,2.7,2026-05-25 04:37:41.797178+00
15015,2.45,2026-05-25 04:38:06.344566+00
15016,1.01,2026-05-25 04:38:22.840749+00
15017,4.47,2026-05-25 04:38:55.54204+00
15018,4.46,2026-05-25 04:39:28.182681+00
15019,1.65,2026-05-25 04:39:44.703682+00
15020,1.72,2026-05-25 04:40:01.176197+00
15021,1.27,2026-05-25 04:40:17.714906+00
15022,1.02,2026-05-25 04:40:34.163502+00
15023,1.78,2026-05-25 04:40:50.5219+00
15024,2.49,2026-05-25 04:41:15.148063+00
15025,6.14,2026-05-25 04:41:56.273489+00
15026,2.43,2026-05-25 04:42:21.012553+00
15027,1.15,2026-05-25 04:42:29.135376+00
15028,1.77,2026-05-25 04:42:53.760914+00
15029,1.73,2026-05-25 04:43:10.154151+00
15030,1.44,2026-05-25 04:43:26.626462+00
15031,1.93,2026-05-25 04:43:51.382046+00
15032,1.15,2026-05-25 04:44:07.991017+00
15033,9.19,2026-05-25 04:44:40.950041+00
15034,1.17,2026-05-25 04:44:57.482748+00
15035,2.14,2026-05-25 04:45:13.878556+00
15036,1.04,2026-05-25 04:45:30.282641+00
15037,2.5,2026-05-25 04:45:54.826817+00
15038,2.26,2026-05-25 04:46:19.571034+00
15039,1.14,2026-05-25 04:46:36.111007+00
15040,1.49,2026-05-25 04:46:52.70339+00
15041,1.22,2026-05-25 04:47:09.147554+00
15042,2.76,2026-05-25 04:47:33.788017+00
15043,1.65,2026-05-25 04:47:50.35119+00
15044,2.29,2026-05-25 04:48:15.108092+00
15045,1.86,2026-05-25 04:48:39.898359+00
15046,1.55,2026-05-25 04:48:56.420639+00
15047,2.46,2026-05-25 04:49:21.030542+00
15048,1.85,2026-05-25 04:49:37.275986+00
15049,1.47,2026-05-25 04:49:53.712882+00
15050,1.76,2026-05-25 04:50:18.309917+00
15051,1.03,2026-05-25 04:50:34.856985+00
15052,1.19,2026-05-25 04:50:43.123047+00
15053,1.01,2026-05-25 04:50:59.570814+00
15054,4.11,2026-05-25 04:51:32.520201+00
15055,9.06,2026-05-25 04:52:05.427166+00
15056,15.17,2026-05-25 04:52:54.431566+00
15057,1.07,2026-05-25 04:53:02.662405+00
15058,21.55,2026-05-25 04:53:59.886726+00
15059,2.76,2026-05-25 04:54:24.866654+00
15060,8.76,2026-05-25 04:55:06.005295+00
15061,6.14,2026-05-25 04:55:39.040055+00
15062,81.75,2026-05-25 04:56:43.946348+00
15063,1.89,2026-05-25 04:57:08.805337+00
15064,1.05,2026-05-25 04:57:25.357233+00
15065,7.09,2026-05-25 04:57:58.258006+00
15066,1.26,2026-05-25 04:58:14.750181+00
15067,7.98,2026-05-25 04:58:55.728969+00
15068,1.61,2026-05-25 04:59:12.007117+00
15069,7.29,2026-05-25 04:59:52.867177+00
15070,1.1,2026-05-25 05:00:09.525601+00
15071,1.38,2026-05-25 05:00:26.055063+00
15072,1.09,2026-05-25 05:00:34.222076+00
15073,1.18,2026-05-25 05:00:50.875108+00
15074,12.52,2026-05-25 05:01:40.047397+00
15075,1.24,2026-05-25 05:01:56.696162+00
15076,1.46,2026-05-25 05:02:13.309044+00
15077,9.79,2026-05-25 05:02:54.426306+00
15078,1.01,2026-05-25 05:03:02.62529+00
15079,2.2,2026-05-25 05:03:27.299404+00
15080,2.84,2026-05-25 05:03:51.795157+00
15081,2.14,2026-05-25 05:04:16.436463+00
15082,1.34,2026-05-25 05:04:32.94381+00
15083,1.05,2026-05-25 05:04:49.54943+00
15084,2.51,2026-05-25 05:05:14.422835+00
15085,10.02,2026-05-25 05:05:55.627918+00
15086,3.94,2026-05-25 05:06:20.35247+00
15087,1.56,2026-05-25 05:06:45.126103+00
15088,3.5,2026-05-25 05:07:09.499826+00
15089,4.88,2026-05-25 05:07:41.979916+00
15090,51.12,2026-05-25 05:08:47.519912+00
15091,1.41,2026-05-25 05:09:04.186663+00
15092,19.81,2026-05-25 05:09:53.371804+00
15093,6.44,2026-05-25 05:10:34.371097+00
15094,1.16,2026-05-25 05:10:42.642041+00
15095,1.84,2026-05-25 05:11:07.358783+00
15096,1.61,2026-05-25 05:11:23.810997+00
15097,1.49,2026-05-25 05:11:40.356123+00
15098,1.21,2026-05-25 05:11:56.862116+00
15099,1.13,2026-05-25 05:12:13.358153+00
15100,2.7,2026-05-25 05:12:38.101414+00
15101,3.06,2026-05-25 05:13:02.960596+00
15102,1.01,2026-05-25 05:13:19.802228+00
15103,6.48,2026-05-25 05:13:52.633413+00
15104,1.74,2026-05-25 05:14:17.384372+00
15105,2.5,2026-05-25 05:14:42.012386+00
15106,1.84,2026-05-25 05:14:58.46144+00
15107,1.04,2026-05-25 05:15:14.947019+00
15108,1.09,2026-05-25 05:15:31.384061+00
15109,1.28,2026-05-25 05:15:47.985469+00
15110,2.1,2026-05-25 05:16:04.376251+00
15111,1.3,2026-05-25 05:16:20.904126+00
15112,2.31,2026-05-25 05:16:45.482362+00
15113,2.05,2026-05-25 05:17:10.221426+00
15114,39.9,2026-05-25 05:18:07.178786+00
15115,1.17,2026-05-25 05:18:23.796337+00
15116,1.59,2026-05-25 05:18:40.359429+00
15117,1.54,2026-05-25 05:18:56.83353+00
15118,1.67,2026-05-25 05:19:21.4476+00
15119,1.34,2026-05-25 05:19:37.981971+00
15120,11.62,2026-05-25 05:20:19.088229+00
15121,501,2026-05-25 05:21:48.395744+00
15122,2.22,2026-05-25 05:22:13.365012+00
15123,41.24,2026-05-25 05:23:10.820056+00
15124,1.78,2026-05-25 05:23:35.775584+00
15125,3.45,2026-05-25 05:24:00.257666+00
15126,7.28,2026-05-25 05:24:41.341173+00
15127,1.68,2026-05-25 05:24:57.741313+00
15128,9.9,2026-05-25 05:25:38.942024+00
15129,3.83,2026-05-25 05:26:03.439052+00
15130,1.14,2026-05-25 05:26:20.251544+00
15131,1.23,2026-05-25 05:26:36.791067+00
15132,1.6,2026-05-25 05:26:53.313805+00
15133,9.86,2026-05-25 05:27:34.098657+00
15134,1.02,2026-05-25 05:27:50.724911+00
15135,1.63,2026-05-25 05:28:07.048005+00
15136,1.83,2026-05-25 05:28:31.827403+00
15137,2.62,2026-05-25 05:28:56.744409+00
15138,3.08,2026-05-25 05:29:21.396386+00
15139,7.84,2026-05-25 05:30:02.608431+00
15140,2.09,2026-05-25 05:30:19.096867+00
15141,3.44,2026-05-25 05:30:52.252403+00
15142,6.89,2026-05-25 05:31:25.016557+00
15143,1.69,2026-05-25 05:31:49.874377+00
15144,1.01,2026-05-25 05:31:58.051197+00
15145,2.26,2026-05-25 05:32:22.715072+00
15146,25.55,2026-05-25 05:33:19.747058+00
15147,1.83,2026-05-25 05:33:36.342034+00
15148,12.42,2026-05-25 05:34:25.825885+00
15149,1.65,2026-05-25 05:34:42.270003+00
15150,2.14,2026-05-25 05:35:07.288056+00
15151,4.72,2026-05-25 05:35:40.204122+00
15152,1.4,2026-05-25 05:35:56.665395+00
15153,1.01,2026-05-25 05:36:04.824005+00
15154,6.48,2026-05-25 05:36:45.859005+00
15155,1.82,2026-05-25 05:37:02.341747+00
15156,14.22,2026-05-25 05:37:51.670374+00
15157,2.01,2026-05-25 05:38:16.631204+00
15158,1.58,2026-05-25 05:38:33.122058+00
15159,4.31,2026-05-25 05:39:06.176078+00
15160,11.25,2026-05-25 05:39:47.556726+00
15161,2.69,2026-05-25 05:40:12.306529+00
15162,1.79,2026-05-25 05:40:37.034172+00
15163,1.01,2026-05-25 05:40:45.293644+00
15164,1.92,2026-05-25 05:41:10.158442+00
15165,2.22,2026-05-25 05:41:35.051898+00
15166,7.61,2026-05-25 05:42:07.737398+00
15167,1.18,2026-05-25 05:42:24.270421+00
15168,2.56,2026-05-25 05:42:49.158964+00
15169,1.38,2026-05-25 05:43:05.614726+00
15170,2.55,2026-05-25 05:43:30.171234+00
15171,3.08,2026-05-25 05:43:54.658021+00
15172,2.89,2026-05-25 05:44:27.794892+00
15173,1.2,2026-05-25 05:44:35.991041+00
15174,1.36,2026-05-25 05:45:00.845082+00
15175,1.02,2026-05-25 05:45:09.055979+00
15176,3.39,2026-05-25 05:45:42.038678+00
15177,2.14,2026-05-25 05:46:06.761975+00
15178,1.08,2026-05-25 05:46:15.127453+00
15179,2.55,2026-05-25 05:46:39.967232+00
15180,1.2,2026-05-25 05:46:56.329023+00
15181,4.08,2026-05-25 05:47:29.474476+00
15182,1.34,2026-05-25 05:47:45.944965+00
15183,1.52,2026-05-25 05:48:02.387394+00
15184,8.06,2026-05-25 05:48:43.431242+00
15185,2.76,2026-05-25 05:49:07.983171+00
15186,2.08,2026-05-25 05:49:32.878717+00
15187,1.67,2026-05-25 05:49:49.76803+00
15188,1.09,2026-05-25 05:50:06.490515+00
15189,2.56,2026-05-25 05:50:31.317253+00
15190,1.17,2026-05-25 05:50:47.898081+00
15191,1.01,2026-05-25 05:50:56.137015+00
15192,1.23,2026-05-25 05:51:12.665234+00
15193,1.17,2026-05-25 05:51:29.244399+00
15194,1.14,2026-05-25 05:51:45.795963+00
15195,15,2026-05-25 05:52:26.490649+00
15196,10.46,2026-05-25 05:53:15.734932+00
15197,1.04,2026-05-25 05:53:23.96245+00
15198,5.84,2026-05-25 05:54:05.097141+00
15199,11.1,2026-05-25 05:54:46.303166+00
15200,1.07,2026-05-25 05:55:02.881659+00
15201,1.43,2026-05-25 05:55:19.473991+00
15202,1.82,2026-05-25 05:55:35.828208+00
15203,113.37,2026-05-25 05:56:49.097421+00
15204,20.34,2026-05-25 05:57:38.181318+00
15205,3.33,2026-05-25 05:58:11.362292+00
15206,1.39,2026-05-25 05:58:27.884808+00
15207,2.65,2026-05-25 05:58:52.486546+00
15208,11.28,2026-05-25 05:59:33.181692+00
15209,1.68,2026-05-25 05:59:57.950926+00
15210,3.1,2026-05-25 06:00:22.855153+00
15211,1.24,2026-05-25 06:00:39.469364+00
15212,9.36,2026-05-25 06:01:12.426511+00
15213,2.59,2026-05-25 06:01:37.282259+00
15214,1.78,2026-05-25 06:01:53.801398+00
15215,9.3,2026-05-25 06:02:34.649244+00
15216,1.18,2026-05-25 06:02:51.091098+00
15217,3.2,2026-05-25 06:03:23.819039+00
15218,1.22,2026-05-25 06:03:32.057428+00
15219,14.17,2026-05-25 06:04:21.337147+00
15220,1.88,2026-05-25 06:04:46.213375+00
15221,1.2,2026-05-25 06:04:54.475999+00
15222,9.1,2026-05-25 06:05:35.883025+00
15223,19.8,2026-05-25 06:06:24.950999+00
15224,9.16,2026-05-25 06:06:57.752936+00
15225,1.38,2026-05-25 06:07:14.359461+00
15226,2.24,2026-05-25 06:07:39.144687+00
15227,1.24,2026-05-25 06:07:55.650147+00
15228,1.62,2026-05-25 06:08:12.129673+00
15229,1.13,2026-05-25 06:08:28.619875+00
15230,1.32,2026-05-25 06:08:45.226493+00
15231,2.58,2026-05-25 06:09:09.9527+00
15232,1.06,2026-05-25 06:09:18.193071+00
15233,1.39,2026-05-25 06:09:34.737876+00
15234,1.53,2026-05-25 06:09:59.554994+00
15235,1.81,2026-05-25 06:10:16.085331+00
15236,9.01,2026-05-25 06:10:48.890581+00
15237,3.12,2026-05-25 06:11:21.78439+00
15238,2.12,2026-05-25 06:11:46.477969+00
15239,1.81,2026-05-25 06:12:11.263648+00
15240,2.18,2026-05-25 06:12:35.946399+00
15241,1.38,2026-05-25 06:12:52.513498+00
15242,6.37,2026-05-25 06:13:25.340384+00
15243,1.26,2026-05-25 06:13:41.738062+00
15244,2.41,2026-05-25 06:14:22.986467+00
15245,1.28,2026-05-25 06:14:22.986467+00
15246,1.95,2026-05-25 06:14:47.638873+00
15247,23.53,2026-05-25 06:15:36.627811+00
15248,2.47,2026-05-25 06:16:34.4619+00
15249,5.93,2026-05-25 06:16:34.4619+00
15250,1.25,2026-05-25 06:16:50.879431+00
15251,1.93,2026-05-25 06:17:15.631212+00
15252,9.13,2026-05-25 06:17:56.489993+00
15253,1.5,2026-05-25 06:18:12.888984+00
15254,3.96,2026-05-25 06:18:45.842352+00
15255,1.28,2026-05-25 06:19:02.415129+00
15256,1.97,2026-05-25 06:19:18.816447+00
15257,3.55,2026-05-25 06:19:51.802849+00
15258,1.38,2026-05-25 06:20:08.345585+00
15259,1.3,2026-05-25 06:20:24.975007+00
15260,2.18,2026-05-25 06:20:49.767877+00
15261,9.54,2026-05-25 06:21:30.454103+00
15262,3.74,2026-05-25 06:21:54.861941+00
15263,2.97,2026-05-25 06:22:27.921571+00
15264,2.12,2026-05-25 06:22:52.629605+00
15265,1.52,2026-05-25 06:23:09.19554+00
15266,3.22,2026-05-25 06:23:33.933951+00
