id,multiplier,recorded_at
7546,7.7800,2026-05-22 21:53:08.875579+00
7547,1.6300,2026-05-22 21:53:26.742632+00
7548,2.2500,2026-05-22 21:53:52.435692+00
7549,3.0800,2026-05-22 21:54:18.629077+00
7550,1.9000,2026-05-22 21:54:43.527685+00
7551,1.2700,2026-05-22 21:54:51.84541+00
7552,106.6100,2026-05-22 21:56:05.810006+00
7553,1.4500,2026-05-22 21:56:22.410925+00
7554,1.0100,2026-05-22 21:56:39.165021+00
7555,2.0200,2026-05-22 21:56:55.809965+00
7556,1.6800,2026-05-22 21:57:20.705281+00
7557,1.2500,2026-05-22 21:57:37.392923+00
7558,2.6700,2026-05-22 21:58:02.406037+00
7559,1.6100,2026-05-22 21:58:20.139952+00
7560,1.9400,2026-05-22 21:58:40.557235+00
7561,1.9800,2026-05-22 21:59:07.144016+00
7562,2.2200,2026-05-22 21:59:23.874202+00
7563,3.4100,2026-05-22 21:59:49.938375+00
7564,2.6900,2026-05-22 22:00:23.294745+00
7565,1.3300,2026-05-22 22:00:40.160619+00
7566,17.7000,2026-05-22 22:01:30.567759+00
7567,2.0000,2026-05-22 22:01:48.651052+00
7568,6.4300,2026-05-22 22:02:21.770522+00
7569,2.8800,2026-05-22 22:02:46.519719+00
7570,2.6900,2026-05-22 22:03:11.421445+00
7571,1.0300,2026-05-22 22:03:28.044492+00
7572,1.2100,2026-05-22 22:03:44.744356+00
7573,2.0800,2026-05-22 22:04:09.705656+00
7574,2.3000,2026-05-22 22:04:26.115391+00
7575,2.1600,2026-05-22 22:04:51.00111+00
7576,1.0500,2026-05-22 22:05:08.020067+00
7577,12.6800,2026-05-22 22:05:49.601923+00
7578,9.9400,2026-05-22 22:07:04.330096+00
7579,1.4200,2026-05-22 22:07:20.919083+00
7580,2.3400,2026-05-22 22:07:37.703445+00
7581,1.0300,2026-05-22 22:07:54.350719+00
7582,2.2400,2026-05-22 22:08:19.286401+00
7583,1.6100,2026-05-22 22:08:35.965007+00
7584,3.9100,2026-05-22 22:09:09.17261+00
7585,1.1600,2026-05-22 22:09:25.859852+00
7586,1.0100,2026-05-22 22:09:34.20904+00
7587,1.2900,2026-05-22 22:09:50.905785+00
7588,1.6100,2026-05-22 22:10:07.435001+00
7589,1.0700,2026-05-22 22:10:23.989902+00
7590,7.2300,2026-05-22 22:11:05.459006+00
7591,1.0200,2026-05-22 22:11:13.812388+00
7592,1.4000,2026-05-22 22:11:30.31319+00
7593,7.8100,2026-05-22 22:12:12.253272+00
7594,3.7700,2026-05-22 22:12:37.14601+00
7595,1.3100,2026-05-22 22:12:53.647874+00
7596,1.6300,2026-05-22 22:13:18.51231+00
7597,2.0700,2026-05-22 22:13:35.011202+00
7598,1.0700,2026-05-22 22:13:51.73595+00
7599,1.1100,2026-05-22 22:14:08.340233+00
7600,2.3700,2026-05-22 22:14:33.140954+00
7601,1.8200,2026-05-22 22:14:49.855709+00
7602,3.0500,2026-05-22 22:15:14.53125+00
7603,1.8000,2026-05-22 22:15:39.586991+00
7604,1.1600,2026-05-22 22:15:56.255094+00
7605,12.5300,2026-05-22 22:16:37.389145+00
7606,29.6500,2026-05-22 22:17:35.273027+00
7607,1.4700,2026-05-22 22:17:52.003684+00
7608,1.1800,2026-05-22 22:18:08.584149+00
7609,10.7800,2026-05-22 22:18:50.159479+00
7610,1.9900,2026-05-22 22:19:15.008111+00
7611,1.0500,2026-05-22 22:19:23.2859+00
7612,3.2400,2026-05-22 22:19:56.545017+00
7613,1.3200,2026-05-22 22:20:13.128318+00
7614,1.1100,2026-05-22 22:20:21.310031+00
7615,1.8000,2026-05-22 22:20:46.432328+00
7616,13.5300,2026-05-22 22:21:27.412844+00
7617,1.5200,2026-05-22 22:21:52.376997+00
7618,3.0100,2026-05-22 22:22:17.49175+00
7619,1.0100,2026-05-22 22:22:26.001371+00
7620,1.7100,2026-05-22 22:22:50.906704+00
7621,2.0700,2026-05-22 22:23:07.454891+00
7622,20.4200,2026-05-22 22:24:05.067408+00
7623,4.3100,2026-05-22 22:24:29.830458+00
7624,1.1900,2026-05-22 22:24:46.632223+00
7625,1.4900,2026-05-22 22:25:03.219431+00
7626,2.5500,2026-05-22 22:25:28.107183+00
7627,2.5000,2026-05-22 22:25:53.027204+00
7628,2.1600,2026-05-22 22:26:18.064053+00
7629,1.1500,2026-05-22 22:26:34.727469+00
7630,1.2300,2026-05-22 22:26:51.443138+00
7631,1.3000,2026-05-22 22:27:08.172318+00
7632,1.6500,2026-05-22 22:27:24.9449+00
7633,3.0600,2026-05-22 22:27:49.872647+00
7634,13.4000,2026-05-22 22:28:39.51039+00
7635,1.0300,2026-05-22 22:28:47.740238+00
7636,12.5400,2026-05-22 22:29:37.45418+00
7637,1.0200,2026-05-22 22:29:45.746893+00
7638,1.5600,2026-05-22 22:30:10.861663+00
7639,174.0900,2026-05-22 22:31:24.503732+00
7640,1.9000,2026-05-22 22:31:49.599073+00
7641,1.2200,2026-05-22 22:32:06.211377+00
7642,1.2300,2026-05-22 22:32:14.400042+00
7643,2.0600,2026-05-22 22:32:39.44401+00
7644,1.0800,2026-05-22 22:32:56.265609+00
7645,1.7700,2026-05-22 22:33:12.877439+00
7646,1.1500,2026-05-22 22:33:29.588962+00
7647,13.2000,2026-05-22 22:34:10.765306+00
7648,7.5900,2026-05-22 22:34:52.42186+00
7649,4.3900,2026-05-22 22:35:25.653024+00
7650,2.9400,2026-05-22 22:35:50.696652+00
7651,1.0700,2026-05-22 22:36:07.358997+00
7652,1.2700,2026-05-22 22:36:23.8378+00
7653,1.4500,2026-05-22 22:36:40.728103+00
7654,3.4500,2026-05-22 22:37:05.448044+00
7655,3.8700,2026-05-22 22:37:38.70972+00
7656,1.2900,2026-05-22 22:37:55.371809+00
7657,1.0600,2026-05-22 22:38:04.024984+00
7658,1.2300,2026-05-22 22:38:20.799903+00
7659,1.0200,2026-05-22 22:38:37.407133+00
7660,2.3800,2026-05-22 22:39:02.314831+00
7661,1.2100,2026-05-22 22:39:19.052316+00
7662,15.1200,2026-05-22 22:40:00.193445+00
7663,1.5600,2026-05-22 22:40:25.08772+00
7664,11.0400,2026-05-22 22:41:06.492145+00
7665,2.9500,2026-05-22 22:41:31.504726+00
7666,1.2700,2026-05-22 22:41:48.259937+00
7667,1.0400,2026-05-22 22:41:56.560026+00
7668,2.7000,2026-05-22 22:42:29.654056+00
7669,2.4300,2026-05-22 22:42:46.16702+00
7670,1.0400,2026-05-22 22:43:02.67602+00
7671,9.0400,2026-05-22 22:43:44.531947+00
7672,1.8100,2026-05-22 22:44:01.098024+00
7673,2.6100,2026-05-22 22:44:25.914865+00
7674,2.3300,2026-05-22 22:44:50.617743+00
7675,1.3100,2026-05-22 22:45:07.173152+00
7676,7.1000,2026-05-22 22:45:48.786973+00
7677,2.3000,2026-05-22 22:46:13.698038+00
7678,1.8700,2026-05-22 22:46:30.170571+00
7679,4.2800,2026-05-22 22:47:03.351889+00
7680,9.4600,2026-05-22 22:47:36.22505+00
7681,1.8900,2026-05-22 22:48:01.458132+00
7682,2.2200,2026-05-22 22:48:18.060225+00
7683,18.0600,2026-05-22 22:49:07.738681+00
7684,3.0900,2026-05-22 22:49:41.042298+00
7685,4.6600,2026-05-22 22:50:14.543188+00
7686,1.2100,2026-05-22 22:50:22.856617+00
7687,2.0000,2026-05-22 22:50:47.880494+00
7688,2.1100,2026-05-22 22:51:12.714678+00
7689,1.6200,2026-05-22 22:51:29.233144+00
7690,4.5100,2026-05-22 22:52:02.545671+00
7691,1.7300,2026-05-22 22:52:19.19801+00
7692,1.0500,2026-05-22 22:52:35.821688+00
7693,1.8400,2026-05-22 22:52:52.363728+00
7694,1.1200,2026-05-22 22:53:08.960929+00
7695,1.1500,2026-05-22 22:53:25.583488+00
7696,1.0300,2026-05-22 22:53:42.268714+00
7697,2.4400,2026-05-22 22:53:58.907901+00
7698,1.6700,2026-05-22 22:54:23.902289+00
7699,1.2100,2026-05-22 22:54:56.984059+00
7700,1.0700,2026-05-22 22:55:13.639173+00
7701,1.4000,2026-05-22 22:55:30.237807+00
7702,17.2300,2026-05-22 22:56:19.997571+00
7703,1.0300,2026-05-22 22:56:36.602092+00
7704,1.0700,2026-05-22 22:56:44.768249+00
7705,7.1900,2026-05-22 22:57:26.12918+00
7706,4.9100,2026-05-22 22:57:59.315066+00
7707,2.6300,2026-05-22 22:58:24.231427+00
7708,11.7600,2026-05-22 22:59:05.587019+00
7709,4.8800,2026-05-22 23:00:20.512283+00
7710,4.2900,2026-05-22 23:00:45.314751+00
7711,1.1200,2026-05-22 23:01:01.952461+00
7712,2.0000,2026-05-22 23:01:26.841256+00
7713,2.5700,2026-05-22 23:01:51.676991+00
7714,1.1500,2026-05-22 23:02:08.291783+00
7715,1.6400,2026-05-22 23:02:24.886247+00
7716,1.8100,2026-05-22 23:02:49.793201+00
7717,1.6300,2026-05-22 23:03:06.414896+00
7718,1.5000,2026-05-22 23:03:22.879661+00
7719,2.9000,2026-05-22 23:03:56.186076+00
7720,1.3300,2026-05-22 23:04:12.699127+00
7721,4.5300,2026-05-22 23:04:37.577055+00
7722,1.6500,2026-05-22 23:05:02.722224+00
7723,1.0800,2026-05-22 23:05:11.108591+00
7724,2.0300,2026-05-22 23:05:36.03317+00
7725,1.0900,2026-05-22 23:05:52.572561+00
7726,4.1700,2026-05-22 23:06:25.655131+00
7727,1.6100,2026-05-22 23:06:42.270917+00
7728,1.9100,2026-05-22 23:06:58.754384+00
7729,1.1000,2026-05-22 23:07:15.302013+00
7730,1.5800,2026-05-22 23:07:31.90028+00
7731,1.2800,2026-05-22 23:07:48.602896+00
7732,1.8100,2026-05-22 23:08:13.550128+00
7733,1.5900,2026-05-22 23:08:30.181284+00
7734,1.0700,2026-05-22 23:08:46.862303+00
7735,3.3000,2026-05-22 23:09:11.821947+00
7736,1.7400,2026-05-22 23:09:28.29739+00
7737,3.3600,2026-05-22 23:10:01.670125+00
7738,8.0000,2026-05-22 23:10:42.895036+00
7739,2.0200,2026-05-22 23:10:59.501381+00
7740,1.4400,2026-05-22 23:11:15.969972+00
7741,1.2600,2026-05-22 23:11:32.452421+00
7742,1.0600,2026-05-22 23:11:49.134207+00
7743,7.8200,2026-05-22 23:12:30.487562+00
7744,16.4800,2026-05-22 23:13:11.595019+00
7745,1.6300,2026-05-22 23:13:36.366115+00
7746,88.2500,2026-05-22 23:14:42.032465+00
7747,14.7000,2026-05-22 23:15:32.150306+00
7748,1.5000,2026-05-22 23:15:48.958684+00
7749,1.1100,2026-05-22 23:16:05.567466+00
7750,1.7500,2026-05-22 23:16:22.032734+00
7751,124.4400,2026-05-22 23:17:35.523671+00
7752,3.4700,2026-05-22 23:18:08.840742+00
7753,1.3500,2026-05-22 23:18:25.579522+00
7754,6.7400,2026-05-22 23:18:58.778501+00
7755,1.6000,2026-05-22 23:19:15.355928+00
7756,21.8500,2026-05-22 23:20:13.113192+00
7757,1.1400,2026-05-22 23:20:21.479252+00
7758,1.0100,2026-05-22 23:20:38.253492+00
7759,3.1400,2026-05-22 23:21:03.116506+00
7760,1.7000,2026-05-22 23:21:27.956669+00
7761,1.3100,2026-05-22 23:21:44.653658+00
7762,1.4100,2026-05-22 23:22:01.347995+00
7763,1.5600,2026-05-22 23:22:17.923051+00
7764,1.2600,2026-05-22 23:22:34.676598+00
7765,88.7000,2026-05-22 23:23:40.344571+00
7766,1.1100,2026-05-22 23:23:57.038598+00
7767,3.1000,2026-05-22 23:24:21.752456+00
7768,2.1000,2026-05-22 23:24:46.833229+00
7769,1.7300,2026-05-22 23:25:03.469236+00
7770,1.9500,2026-05-22 23:25:28.4384+00
7771,2.6500,2026-05-22 23:25:53.723101+00
7772,12.7500,2026-05-22 23:26:35.081526+00
7773,2.1000,2026-05-22 23:26:59.993424+00
7774,313.0900,2026-05-22 23:28:30.15751+00
7775,9.4000,2026-05-22 23:29:03.53933+00
7776,1.3800,2026-05-22 23:29:20.213918+00
7777,14.5700,2026-05-22 23:30:01.642889+00
7778,9.6700,2026-05-22 23:30:43.076694+00
7779,1.0700,2026-05-22 23:30:51.416409+00
7780,1.5700,2026-05-22 23:31:16.479026+00
7781,2.9400,2026-05-22 23:31:41.468794+00
7782,6.8400,2026-05-22 23:32:14.402931+00
7783,1.1200,2026-05-22 23:32:31.109922+00
7784,1.5800,2026-05-22 23:32:47.64503+00
7785,1.2600,2026-05-22 23:33:04.079632+00
7786,1.0200,2026-05-22 23:33:20.850027+00
7787,4.6200,2026-05-22 23:33:54.059612+00
7788,4.0400,2026-05-22 23:34:18.988745+00
7789,1.0500,2026-05-22 23:34:35.553053+00
7790,2.8600,2026-05-22 23:35:00.660198+00
7791,1.5700,2026-05-22 23:35:17.139611+00
7792,1.0100,2026-05-22 23:35:33.766946+00
7793,1.6200,2026-05-22 23:35:50.515261+00
7794,1.3600,2026-05-22 23:36:06.871892+00
7795,57.8200,2026-05-22 23:37:12.898784+00
7796,49.9300,2026-05-22 23:38:18.963686+00
7797,1.4100,2026-05-22 23:38:35.715032+00
7798,1.5200,2026-05-22 23:38:52.398998+00
7799,1.8700,2026-05-22 23:39:08.932251+00
7800,4.8700,2026-05-22 23:39:41.846969+00
7801,1.0600,2026-05-22 23:40:40.135911+00
7802,3.2200,2026-05-22 23:41:05.38195+00
7803,2.3300,2026-05-22 23:41:30.370695+00
7804,6.9800,2026-05-22 23:42:04.050821+00
7805,1.0900,2026-05-22 23:42:20.731139+00
7806,2.0100,2026-05-22 23:42:45.733788+00
7807,211.5800,2026-05-22 23:43:59.80022+00
7808,2.1500,2026-05-22 23:44:24.772366+00
7809,1.5200,2026-05-22 23:44:41.532645+00
7810,1.1900,2026-05-22 23:44:58.084388+00
7811,3.4000,2026-05-22 23:45:23.011548+00
7812,2.3300,2026-05-22 23:45:47.914324+00
7813,1.7800,2026-05-22 23:46:12.765188+00
7814,9.0100,2026-05-22 23:46:45.924551+00
7815,1.1100,2026-05-22 23:46:54.309447+00
7816,3.0500,2026-05-22 23:47:27.743065+00
7817,1.5000,2026-05-22 23:47:44.365626+00
7818,6.3800,2026-05-22 23:48:17.346939+00
7819,2.2900,2026-05-22 23:48:42.270242+00
7820,2.4100,2026-05-22 23:49:24.064311+00
7821,1.0400,2026-05-22 23:49:24.064311+00
7822,31.4000,2026-05-22 23:50:13.444981+00
7823,3.8400,2026-05-22 23:50:46.756936+00
7824,9.8000,2026-05-22 23:51:28.243365+00
7825,9.9900,2026-05-22 23:52:09.907142+00
7826,2.1600,2026-05-22 23:52:35.329222+00
7827,1.0900,2026-05-22 23:52:43.678784+00
7828,4.8300,2026-05-22 23:53:16.817407+00
7829,1.4500,2026-05-22 23:53:33.403546+00
7830,1.0100,2026-05-22 23:53:50.086318+00
7831,2.4000,2026-05-22 23:54:14.984609+00
7832,2.5500,2026-05-22 23:54:40.053102+00
7833,1.8000,2026-05-22 23:54:56.70523+00
7834,1.1100,2026-05-22 23:55:13.161444+00
7835,1.2500,2026-05-22 23:55:29.917425+00
7836,2.9100,2026-05-22 23:55:54.684051+00
7837,2.2800,2026-05-22 23:56:19.803802+00
7838,1.0600,2026-05-22 23:56:36.453891+00
7839,1.4500,2026-05-22 23:56:53.138998+00
7840,1.0300,2026-05-22 23:57:01.441445+00
7841,3.1300,2026-05-22 23:57:35.094882+00
7842,1.3200,2026-05-22 23:57:52.109702+00
7843,10.8300,2026-05-22 23:58:33.523723+00
7844,3.3800,2026-05-22 23:58:58.646608+00
7845,1.0900,2026-05-22 23:59:15.295984+00
7846,1.5300,2026-05-22 23:59:31.836156+00
7847,2.3000,2026-05-22 23:59:56.922099+00
7848,6.7800,2026-05-23 00:00:30.251033+00
7849,2.6700,2026-05-23 00:00:55.105955+00
7850,1.5200,2026-05-23 00:01:20.206691+00
7851,1.4800,2026-05-23 00:01:36.937688+00
7852,27.1800,2026-05-23 00:02:26.643019+00
7853,501.0000,2026-05-23 00:03:57.531901+00
7854,18.8900,2026-05-23 00:04:47.217491+00
7855,9.9800,2026-05-23 00:05:28.799413+00
7856,1.6300,2026-05-23 00:05:54.065957+00
7857,1.3000,2026-05-23 00:06:10.790076+00
7858,5.6400,2026-05-23 00:06:43.89275+00
7859,1.7500,2026-05-23 00:07:00.444212+00
7860,1.7500,2026-05-23 00:07:33.562817+00
7861,16.0200,2026-05-23 00:08:23.212984+00
7862,1.3400,2026-05-23 00:08:39.763807+00
7863,1.2500,2026-05-23 00:08:56.336938+00
7864,7.1400,2026-05-23 00:09:37.824209+00
7865,1.9400,2026-05-23 00:09:54.687226+00
7866,1.4900,2026-05-23 00:10:11.229533+00
7867,1.3300,2026-05-23 00:10:27.737401+00
7868,6.9400,2026-05-23 00:11:09.341055+00
7869,1.2400,2026-05-23 00:11:26.095159+00
7870,1.5700,2026-05-23 00:11:42.78299+00
7871,4.3700,2026-05-23 00:12:16.258084+00
7872,8.6400,2026-05-23 00:12:57.855294+00
7873,12.6200,2026-05-23 00:13:39.339509+00
7874,3.5000,2026-05-23 00:14:04.387909+00
7875,1.1300,2026-05-23 00:14:20.851986+00
7876,4.6200,2026-05-23 00:14:54.51274+00
7877,1.0700,2026-05-23 00:15:11.129621+00
7878,1.7400,2026-05-23 00:15:27.889349+00
7879,2.4800,2026-05-23 00:15:52.853615+00
7880,1.1200,2026-05-23 00:16:09.563429+00
7881,1.0700,2026-05-23 00:16:17.826206+00
7882,2.6100,2026-05-23 00:16:42.842194+00
7883,1.2000,2026-05-23 00:16:59.572973+00
7884,3.7900,2026-05-23 00:17:32.738803+00
7885,1.1800,2026-05-23 00:17:49.442479+00
7886,2.5700,2026-05-23 00:18:14.444926+00
7887,2.1600,2026-05-23 00:18:30.967558+00
7888,8.9900,2026-05-23 00:19:12.94143+00
7889,1.3200,2026-05-23 00:19:29.564175+00
7890,1.9100,2026-05-23 00:19:54.527207+00
7891,1.0200,2026-05-23 00:20:02.867351+00
7892,1.0800,2026-05-23 00:20:19.492894+00
7893,33.4000,2026-05-23 00:21:17.16168+00
7894,6.2900,2026-05-23 00:21:50.170128+00
7895,1.2000,2026-05-23 00:22:06.885693+00
7896,1.3100,2026-05-23 00:22:23.340034+00
7897,1.5700,2026-05-23 00:22:39.915433+00
7898,2.9200,2026-05-23 00:23:13.187139+00
7899,5.6400,2026-05-23 00:23:46.327712+00
7900,3.1700,2026-05-23 00:24:11.354042+00
7901,1.0400,2026-05-23 00:24:27.986174+00
7902,8.6000,2026-05-23 00:25:09.785619+00
7903,5.6600,2026-05-23 00:25:43.054877+00
7904,1.4400,2026-05-23 00:25:59.729745+00
7905,1.7800,2026-05-23 00:26:16.287467+00
7906,1.0600,2026-05-23 00:26:32.852831+00
7907,4.2500,2026-05-23 00:27:06.11003+00
7908,1.3700,2026-05-23 00:27:22.765444+00
7909,9.7200,2026-05-23 00:28:04.372354+00
7910,1.2700,2026-05-23 00:28:21.009986+00
7911,1.4000,2026-05-23 00:28:37.620215+00
7912,3.2600,2026-05-23 00:29:02.665528+00
7913,10.7500,2026-05-23 00:29:43.91535+00
7914,2.4600,2026-05-23 00:30:08.696201+00
7915,2.4000,2026-05-23 00:30:33.779666+00
7916,1.6400,2026-05-23 00:30:50.420181+00
7917,2.0500,2026-05-23 00:31:15.490878+00
7918,1.2800,2026-05-23 00:31:32.124328+00
7919,11.1000,2026-05-23 00:32:13.305232+00
7920,2.1500,2026-05-23 00:32:38.184265+00
7921,1.2000,2026-05-23 00:32:54.938795+00
7922,1.1300,2026-05-23 00:33:11.587261+00
7923,2.8000,2026-05-23 00:33:36.43357+00
7924,1.3700,2026-05-23 00:33:53.095945+00
7925,1.5600,2026-05-23 00:34:09.814106+00
7926,1.5400,2026-05-23 00:34:26.345978+00
7927,1.0400,2026-05-23 00:34:43.483705+00
7928,1.5600,2026-05-23 00:35:00.334787+00
7929,23.5200,2026-05-23 00:35:49.793957+00
7930,1.4600,2026-05-23 00:36:06.275024+00
7931,3.2500,2026-05-23 00:36:39.663702+00
7932,1.3400,2026-05-23 00:36:56.346936+00
7933,4.1300,2026-05-23 00:37:29.539428+00
7934,24.6600,2026-05-23 00:38:19.192006+00
7935,1.2000,2026-05-23 00:38:35.916999+00
7936,3.3300,2026-05-23 00:39:00.89175+00
7937,3.2400,2026-05-23 00:39:34.125636+00
7938,1.6700,2026-05-23 00:39:50.915024+00
7939,1.0800,2026-05-23 00:40:07.593915+00
7940,8.9500,2026-05-23 00:40:40.705073+00
7941,1.5400,2026-05-23 00:41:05.70103+00
7942,2.2400,2026-05-23 00:41:22.271963+00
7943,6.7900,2026-05-23 00:42:04.010252+00
7944,1.3000,2026-05-23 00:42:20.708376+00
7945,1.4600,2026-05-23 00:42:37.431564+00
7946,1.7400,2026-05-23 00:42:53.993942+00
7947,1.0500,2026-05-23 00:43:10.616013+00
7948,6.8700,2026-05-23 00:43:52.078669+00
7949,1.0700,2026-05-23 00:44:00.446581+00
7950,1.3600,2026-05-23 00:44:16.97973+00
7951,1.1800,2026-05-23 00:44:33.662901+00
7952,2.2900,2026-05-23 00:44:58.642037+00
7953,1.3900,2026-05-23 00:45:15.410867+00
7954,1.8500,2026-05-23 00:45:32.046682+00
7955,4.1300,2026-05-23 00:46:05.257404+00
7956,7.6600,2026-05-23 00:46:46.756331+00
7957,1.8900,2026-05-23 00:47:03.275913+00
7958,1.8700,2026-05-23 00:47:28.424733+00
7959,2.1100,2026-05-23 00:47:44.984693+00
7960,1.3100,2026-05-23 00:48:01.584392+00
7961,4.6200,2026-05-23 00:48:34.50078+00
7962,2.0600,2026-05-23 00:48:59.502765+00
7963,1.7600,2026-05-23 00:49:16.06759+00
7964,2.1400,2026-05-23 00:49:41.005977+00
7965,1.0300,2026-05-23 00:49:57.515416+00
7966,1.8500,2026-05-23 00:50:14.008454+00
7967,1.2200,2026-05-23 00:50:30.843547+00
7968,1.7100,2026-05-23 00:50:47.804877+00
7969,1.0600,2026-05-23 00:51:04.446469+00
7970,40.3900,2026-05-23 00:52:02.0609+00
7971,9.0100,2026-05-23 00:52:43.784941+00
7972,1.0900,2026-05-23 00:52:52.061324+00
7973,1.9500,2026-05-23 00:53:17.042509+00
7974,1.9700,2026-05-23 00:53:33.573915+00
7975,1.3000,2026-05-23 00:53:50.15728+00
7976,1.3600,2026-05-23 00:54:06.727929+00
7977,2.2100,2026-05-23 00:54:31.687519+00
7978,4.2900,2026-05-23 00:55:04.834363+00
7979,1.0400,2026-05-23 00:55:21.294712+00
7980,9.3100,2026-05-23 00:55:54.796953+00
7981,1.4300,2026-05-23 00:56:11.583112+00
7982,2.1700,2026-05-23 00:56:27.989082+00
7983,1.0700,2026-05-23 00:56:44.56638+00
7984,59.1200,2026-05-23 00:57:50.089115+00
7985,12.0000,2026-05-23 00:58:31.324939+00
7986,1.9600,2026-05-23 00:58:56.207236+00
7987,1.3500,2026-05-23 00:59:12.836079+00
7988,9.3900,2026-05-23 00:59:45.927592+00
7989,2.2600,2026-05-23 01:00:11.055278+00
7990,1.3000,2026-05-23 01:00:27.697248+00
7991,1.0700,2026-05-23 01:00:44.442047+00
7992,1.1100,2026-05-23 01:00:52.675368+00
7993,1.0900,2026-05-23 01:01:09.541616+00
7994,7.8000,2026-05-23 01:01:50.819034+00
7995,1.5300,2026-05-23 01:02:07.514403+00
7996,2.6500,2026-05-23 01:02:32.388652+00
7997,1.5500,2026-05-23 01:02:49.126807+00
7998,6.8800,2026-05-23 01:03:30.37408+00
7999,1.3900,2026-05-23 01:03:47.051731+00
8000,1.2400,2026-05-23 01:04:03.536561+00
8001,2.8900,2026-05-23 01:05:01.543027+00
8002,3.0600,2026-05-23 01:05:34.661063+00
8003,1.2200,2026-05-23 01:05:51.085287+00
8004,22.1700,2026-05-23 01:06:40.703148+00
8005,3.2500,2026-05-23 01:07:05.617515+00
8006,1.5200,2026-05-23 01:07:22.111614+00
8007,1.0400,2026-05-23 01:07:40.315834+00
8008,2.1200,2026-05-23 01:08:07.409071+00
8009,1.9600,2026-05-23 01:08:24.735787+00
8010,1.2400,2026-05-23 01:08:45.223298+00
8011,2.5100,2026-05-23 01:09:03.616904+00
8012,4.6800,2026-05-23 01:09:39.559386+00
8013,1.2200,2026-05-23 01:09:56.578204+00
8014,2.0900,2026-05-23 01:10:13.134865+00
8015,1.9500,2026-05-23 01:10:38.21105+00
8016,1.1400,2026-05-23 01:10:54.839997+00
8017,4.8900,2026-05-23 01:11:28.016966+00
8018,1.1400,2026-05-23 01:11:36.340367+00
8019,3.7600,2026-05-23 01:12:09.930613+00
8020,1.0800,2026-05-23 01:12:26.609486+00
8021,22.8000,2026-05-23 01:13:15.95248+00
8022,3.3100,2026-05-23 01:13:40.665919+00
8023,9.8900,2026-05-23 01:14:22.033431+00
8024,1.6200,2026-05-23 01:14:47.035654+00
8025,2.4700,2026-05-23 01:15:36.618078+00
8026,3.6100,2026-05-23 01:15:36.618078+00
8027,1.0100,2026-05-23 01:15:53.307644+00
8028,3.9700,2026-05-23 01:16:26.278889+00
8029,4.8000,2026-05-23 01:16:50.962065+00
8030,5.5300,2026-05-23 01:17:32.428726+00
8031,7.6800,2026-05-23 01:18:05.464991+00
8032,9.9500,2026-05-23 01:18:46.631095+00
8033,1.6500,2026-05-23 01:19:11.767175+00
8034,1.8000,2026-05-23 01:19:28.384997+00
8035,1.7200,2026-05-23 01:19:53.329956+00
8036,1.5300,2026-05-23 01:20:10.154219+00
8037,4.3000,2026-05-23 01:20:43.349238+00
8038,1.3700,2026-05-23 01:20:59.938441+00
8039,1.6100,2026-05-23 01:21:16.600664+00
8040,3.6700,2026-05-23 01:21:41.344277+00
8041,1.4300,2026-05-23 01:22:06.151294+00
8042,2.1200,2026-05-23 01:22:23.048411+00
8043,1.2000,2026-05-23 01:22:39.824064+00
8044,6.1300,2026-05-23 01:23:12.704088+00
8045,1.6000,2026-05-23 01:23:37.696244+00
8046,4.6900,2026-05-23 01:24:11.009676+00
8047,3.2400,2026-05-23 01:24:35.80075+00
8048,1.2600,2026-05-23 01:24:52.507978+00
8049,2.2100,2026-05-23 01:25:17.291573+00
8050,2.0600,2026-05-23 01:25:33.728005+00
8051,10.6000,2026-05-23 01:26:14.79743+00
8052,1.7700,2026-05-23 01:26:39.661627+00
8053,1.3500,2026-05-23 01:26:56.409437+00
8054,37.3200,2026-05-23 01:27:54.04495+00
8055,1.5400,2026-05-23 01:28:10.642067+00
8056,9.0300,2026-05-23 01:28:43.481427+00
8057,1.8400,2026-05-23 01:29:08.404796+00
8058,1.3300,2026-05-23 01:29:25.127717+00
8059,1.8100,2026-05-23 01:29:41.550622+00
8060,3.1800,2026-05-23 01:30:15.011162+00
8061,1.1800,2026-05-23 01:30:23.216026+00
8062,1.9100,2026-05-23 01:30:48.250559+00
8063,1.8700,2026-05-23 01:31:04.840619+00
8064,1.1700,2026-05-23 01:31:21.405862+00
8065,1.4900,2026-05-23 01:31:37.894781+00
8066,26.5700,2026-05-23 01:32:35.797291+00
8067,1.3000,2026-05-23 01:32:52.867055+00
8068,1.3100,2026-05-23 01:33:09.594216+00
8069,1.4300,2026-05-23 01:33:26.342046+00
8070,2.1700,2026-05-23 01:33:51.219081+00
8071,7.6100,2026-05-23 01:34:24.169147+00
8072,4.7300,2026-05-23 01:34:57.19758+00
8073,9.7600,2026-05-23 01:35:38.523893+00
8074,1.1400,2026-05-23 01:35:46.832365+00
8075,1.2000,2026-05-23 01:36:03.479047+00
8076,1.2200,2026-05-23 01:36:20.164703+00
8077,9.9100,2026-05-23 01:36:53.104344+00
8078,2.5600,2026-05-23 01:37:17.788564+00
8079,2.5800,2026-05-23 01:37:42.440052+00
8080,6.9500,2026-05-23 01:38:23.988665+00
8081,1.3000,2026-05-23 01:38:40.733881+00
8082,3.4400,2026-05-23 01:39:05.535931+00
