409,1.9100,2026-05-15 10:59:36.112804+00
410,10.1200,2026-05-15 11:00:23.849515+00
411,3.1200,2026-05-15 11:00:47.719535+00
412,1.0900,2026-05-15 11:00:59.713043+00
413,1.0500,2026-05-15 11:01:17.939651+00
414,1.3900,2026-05-15 11:01:30.237931+00
415,23.3000,2026-05-15 11:02:23.567681+00
416,2.9200,2026-05-15 11:02:53.43518+00
417,2.9900,2026-05-15 11:03:17.569993+00
418,24.0300,2026-05-15 11:04:10.878963+00
419,1.4900,2026-05-15 11:04:29.017633+00
420,1.6000,2026-05-15 11:04:47.163336+00
421,9.8900,2026-05-15 11:05:28.700972+00
422,4.9700,2026-05-15 11:06:04.63438+00
423,2.6600,2026-05-15 11:06:28.415362+00
424,1.6800,2026-05-15 11:06:46.479891+00
425,3.3100,2026-05-15 11:07:16.290855+00
426,1.0400,2026-05-15 11:07:34.39704+00
427,1.9100,2026-05-15 11:07:58.363984+00
428,1.0900,2026-05-15 11:08:10.418405+00
429,1.0400,2026-05-15 11:08:28.498418+00
430,12.9700,2026-05-15 11:09:16.211694+00
431,1.3100,2026-05-15 11:09:28.360578+00
432,3.6700,2026-05-15 11:09:58.347045+00
433,1.9900,2026-05-15 11:10:16.394233+00
434,6.8900,2026-05-15 11:10:58.055489+00
435,4.0700,2026-05-15 11:11:28.011186+00
436,17.2800,2026-05-15 11:12:15.415443+00
437,4.2600,2026-05-15 11:12:45.237396+00
438,9.3800,2026-05-15 11:13:26.911741+00
439,1.9400,2026-05-15 11:13:50.771148+00
440,2.6000,2026-05-15 11:14:14.845927+00
441,2.1200,2026-05-15 11:14:38.837388+00
442,19.4800,2026-05-15 11:15:26.115589+00
443,10.5800,2026-05-15 11:16:07.795422+00
444,1.2300,2026-05-15 11:16:26.110809+00
445,6.9600,2026-05-15 11:17:01.818942+00
446,8.9900,2026-05-15 11:17:43.366368+00
447,0.0100,2026-05-15 11:18:19.129942+00
448,1.7200,2026-05-15 11:18:37.141395+00
449,1.9700,2026-05-15 11:18:55.18513+00
450,9.3000,2026-05-15 11:19:36.768705+00
451,1.0700,2026-05-15 11:19:48.812666+00
452,1.2100,2026-05-15 11:20:06.948207+00
453,1.1900,2026-05-15 11:20:19.019287+00
454,6.0600,2026-05-15 11:20:54.910573+00
455,2.1100,2026-05-15 11:21:42.841988+00
456,1.9000,2026-05-15 11:22:00.849549+00
457,1.0600,2026-05-15 11:22:12.944154+00
458,2.0900,2026-05-15 11:22:36.943426+00
459,1.3700,2026-05-15 11:22:54.948053+00
460,1.3800,2026-05-15 11:23:25.030999+00
461,1.9000,2026-05-15 11:23:49.015486+00
462,0.0800,2026-05-15 11:24:18.936129+00
463,3.0000,2026-05-15 11:24:49.298361+00
464,1.2800,2026-05-15 11:25:07.561347+00
465,3.6700,2026-05-15 11:25:31.491278+00
466,3.8000,2026-05-15 11:26:01.439105+00
467,2.2600,2026-05-15 11:26:25.574652+00
468,1.9300,2026-05-15 11:26:49.872627+00
469,1.3300,2026-05-15 11:27:08.004227+00
470,1.6300,2026-05-15 11:27:26.172984+00
471,23.9000,2026-05-15 11:28:19.611427+00
472,1.0300,2026-05-15 11:28:32.302789+00
473,1.1700,2026-05-15 11:28:44.468333+00
474,3.0300,2026-05-15 11:29:14.411149+00
475,1.2800,2026-05-15 11:29:26.679295+00
476,1.2200,2026-05-15 11:29:44.782131+00
477,1.7800,2026-05-15 11:30:02.687062+00
478,4.0700,2026-05-15 11:30:32.483125+00
479,4.0800,2026-05-15 11:31:08.522843+00
480,3.6400,2026-05-15 11:31:32.39202+00
481,4.1800,2026-05-15 11:32:08.361156+00
482,8.3600,2026-05-15 11:32:44.10942+00
483,1.0500,2026-05-15 11:33:02.294802+00
484,1.2800,2026-05-15 11:33:14.37744+00
485,3.2000,2026-05-15 11:33:44.385374+00
486,3.8600,2026-05-15 11:34:14.400008+00
487,1.3200,2026-05-15 11:34:32.416061+00
488,30.9900,2026-05-15 11:35:25.750022+00
489,24.7430,2026-05-15 11:36:19.248074+00
490,2.6600,2026-05-15 11:36:43.194362+00
491,1.3900,2026-05-15 11:37:01.188862+00
492,1.1100,2026-05-15 11:37:13.334287+00
493,2.1200,2026-05-15 11:37:37.399088+00
494,1.9900,2026-05-15 11:38:01.309858+00
495,1.0100,2026-05-15 11:38:13.483481+00
496,1.6100,2026-05-15 11:38:31.410092+00
497,6.0300,2026-05-15 11:39:07.289092+00
498,2.1300,2026-05-15 11:39:31.206091+00
499,1.3900,2026-05-15 11:39:49.285942+00
500,1.9100,2026-05-15 11:40:07.198006+00
501,1.0100,2026-05-15 11:40:19.505673+00
502,2.1100,2026-05-15 11:40:43.492861+00
503,2.9600,2026-05-15 11:41:07.505899+00
504,2.9900,2026-05-15 11:41:37.671421+00
505,6.8600,2026-05-15 11:42:49.382508+00
506,4.9300,2026-05-15 11:43:25.323081+00
507,4.9900,2026-05-15 11:44:00.92098+00
508,2.2800,2026-05-15 11:44:24.905654+00
509,2.8300,2026-05-15 11:44:48.866295+00
510,4.6200,2026-05-15 11:45:24.674875+00
511,3.3200,2026-05-15 11:45:54.67255+00
512,1.0500,2026-05-15 11:46:06.912426+00
513,0.4200,2026-05-15 11:46:36.793849+00
514,1.9900,2026-05-15 11:47:00.892501+00
515,2.4400,2026-05-15 11:47:25.068279+00
516,1.0900,2026-05-15 11:47:37.1335+00
517,1.3600,2026-05-15 11:47:55.330362+00
518,2.0400,2026-05-15 11:48:19.282186+00
519,4.1400,2026-05-15 11:48:49.138575+00
520,1.1600,2026-05-15 11:49:07.398436+00
